reward,loss,terminated,truncated,duration
57.0,453.9981172359715,False,True,480.26916551589966
89.0,243.543358909494,False,True,552.3342640399933
89.0,210.0157582034005,False,True,527.3798542022705
124.0,287.3865735397938,False,True,494.67018723487854
100.0,448.0971907267838,False,True,575.5689208507538
96.0,389.50036443027886,False,True,574.7673933506012
50.0,440.5311414201154,False,True,594.3287174701691
94.0,386.6007586003494,False,True,576.9581482410431
85.0,457.2888821226829,False,True,584.6372857093811
93.0,668.5070153154378,False,True,600.7637186050415
110.0,544.4720249826056,False,True,564.4410676956177
68.0,746.4478218967733,False,True,587.6937787532806
86.0,765.853790299114,False,True,608.1460375785828
149.0,548.5288254514211,False,True,617.2422475814819
62.0,316.30920081390207,False,True,596.7869217395782
80.0,377.7247379478722,False,True,591.1344344615936
63.0,722.5446864629993,False,True,525.5300493240356
108.0,685.6240725755436,False,True,506.6679124832153
109.0,845.9293650744207,False,True,590.8140685558319
81.0,316.9025947258352,False,True,617.4043941497803
149.0,412.5183021583636,False,True,543.6353604793549
73.0,312.4041897931656,False,True,592.1604826450348
148.0,379.2799387590526,False,True,900.7560567855836
143.0,678.3807501712055,False,True,866.3332116603851
151.0,480.8118578168293,False,True,597.6288118362427
178.0,428.456010400518,False,True,561.0908074378967
132.0,302.1048386161253,False,True,568.2642920017242
92.0,257.3647108985472,False,True,577.7410345077515
149.0,227.31933147708776,False,True,664.9054164886475
107.0,180.05103047159406,False,True,539.4450514316559
153.0,311.1910498286804,False,True,520.4273223876953
119.0,188.56589588612763,False,True,583.9202923774719
159.0,278.0808036522089,False,True,659.3028571605682
131.0,170.56481414897414,False,True,622.7797608375549
160.0,211.21868912896696,False,True,629.6224830150604
112.0,183.54872446299885,False,True,608.2444751262665
111.0,164.83192591255445,False,True,607.8338718414307
173.0,160.76112106932007,False,True,614.4590175151825
154.0,143.70872141600006,False,True,629.6373736858368
119.0,147.27443412162552,False,True,462.5794236660004
173.0,179.93259258824543,False,True,640.6828565597534
156.0,162.7312789606749,False,True,642.5364274978638
110.0,157.8894260831554,False,True,640.5569648742676
115.0,150.354666114283,False,True,638.4621284008026
128.0,163.59797468483907,False,True,638.7921733856201
168.0,210.6849763959112,False,True,645.0098118782043
99.0,135.7591917309623,False,True,811.3688857555389
116.0,108.708682731141,False,True,538.7321810722351
85.0,144.73933838845875,False,True,529.2402148246765
86.0,103.09277484161116,False,True,530.356992483139
127.0,135.66183101533454,False,True,527.958046913147
77.0,104.69596993945792,False,True,529.5618617534637
140.0,162.77630610301492,False,True,531.1528215408325
148.0,156.6592231523879,False,True,527.9657468795776
140.0,205.3407575336117,False,True,594.8895273208618
140.0,163.27926963283969,False,True,602.0717401504517
128.0,158.40801545989495,False,True,553.5685307979584
101.0,98.85665697269827,False,True,528.375501871109
180.0,199.797716555728,True,False,498.9213907718658
144.0,501.35113787636686,False,True,539.208681344986
102.0,146.49740034189074,True,False,348.19826793670654
126.0,586.2836578063132,False,True,538.9824678897858
90.0,169.8109031072892,False,True,539.3420751094818
120.0,187.26269246837285,True,False,408.1032116413117
138.0,467.6944637229229,False,True,540.3126857280731
143.0,258.99420585833786,False,True,543.8970632553101
177.0,274.3465151611859,False,True,539.3905754089355
113.0,180.93803605947824,False,True,541.210286617279
134.0,153.77405488510774,False,True,544.0505287647247
155.0,166.58485207499646,False,True,542.8076069355011
126.0,259.3167445794467,False,True,542.6540288925171
200.0,318.19402919547224,False,True,543.8601071834564
141.0,179.7077480021395,False,True,539.2864601612091
172.0,275.44731157927504,False,True,527.7860341072083
138.0,216.5002038570996,False,True,525.1657083034515
99.0,152.9673160807424,False,True,541.452100276947
108.0,143.42341527847455,False,True,538.50146651268
199.0,360.11987723946135,False,True,532.9182238578796
167.0,212.9753817861336,False,True,530.8962094783783
127.0,176.42977952724834,False,True,531.4245765209198
175.0,244.02420361166045,False,True,538.0865604877472
134.0,112.26532351989216,True,False,296.59109592437744
83.0,607.7727420218166,False,True,544.9062242507935
154.0,245.95814390387903,False,True,535.9908211231232
126.0,210.03150910653977,False,True,540.0520346164703
131.0,189.0568255678688,False,True,537.4690005779266
123.0,198.8074274057124,False,True,536.2396848201752
167.0,219.48382383639355,False,True,535.7229371070862
133.0,157.7197895784519,False,True,535.5086715221405
154.0,184.0145562597677,False,True,538.9492404460907
132.0,241.58527324202484,False,True,538.3134455680847
110.0,249.5099948949073,False,True,543.3804821968079
154.0,197.9295046426629,False,True,545.0373311042786
212.0,237.50916794011448,True,False,515.6333394050598
156.0,742.1204630680531,False,True,552.0800306797028
151.0,217.56744724520783,False,True,553.2308337688446
203.0,250.59158257736647,False,True,550.6473093032837
128.0,127.11649268468804,True,False,483.4358797073364
108.0,880.9220601837915,False,True,551.7036497592926
120.0,223.39768816857585,False,True,553.8182079792023
147.0,242.59789093336127,False,True,541.433760881424
164.0,238.21123834956063,False,True,543.1154289245605
181.0,330.75630992557024,False,True,540.7805233001709
142.0,236.3273558287704,False,True,556.2738270759583
122.0,189.14145013666305,False,True,550.8256013393402
109.0,148.1336886974067,False,True,554.0061450004578
153.0,202.34224801541475,False,True,556.0683619976044
218.0,315.5841226710234,False,True,558.4862749576569
208.0,307.6212005764421,False,True,550.2259020805359
124.0,155.94179493330256,False,True,415.50475096702576
139.0,168.5932761459263,False,True,344.29808831214905
148.0,175.25193971543723,False,True,517.3263719081879
117.0,125.8032589424398,False,True,466.2348084449768
118.0,163.5554130457346,False,True,469.7311930656433
131.0,116.2211765569876,False,True,591.3996243476868
116.0,155.99127118188613,False,True,527.1583783626556
183.0,236.9219332004286,False,True,541.6881237030029
193.0,290.8200431106771,False,True,518.2604355812073
104.0,200.4616414023559,False,True,484.4165997505188
296.0,734.7336898712058,True,False,451.5137889385224
117.0,9044.877977128272,False,True,530.792111158371
110.0,368.37511497156896,False,True,506.4084689617157
163.0,340.5636682921924,False,True,506.5635008811951
202.0,420.7870651513023,False,True,500.22149109840393
120.0,416.9006252879902,False,True,496.9505743980408
131.0,216.014382350192,False,True,499.5739691257477
121.0,177.23357492426305,False,True,507.0441434383392
177.0,375.364766539566,False,True,525.8640477657318
242.0,915.9922671262464,True,False,254.25576090812683
94.0,14213.218848602355,False,True,487.6106984615326
115.0,762.4349375100743,False,True,489.4116594791413
126.0,1201.4950842347782,False,True,491.4979305267334
136.0,875.7718965133342,False,True,521.0133788585663
131.0,627.7346939709004,False,True,491.0459005832672
151.0,538.2420709049708,False,True,483.0541880130768
103.0,491.3723364263603,False,True,515.5811700820923
281.0,1046.3571485083664,True,False,349.74071049690247
101.0,5561.324954051949,False,True,481.0769135951996
190.0,812.0834780689128,False,True,494.06313920021057
87.0,561.5610939169619,False,True,494.9499409198761
116.0,512.9341233115844,False,True,477.6875011920929
100.0,460.6985796468937,False,True,475.09972524642944
208.0,656.9835555926953,True,False,134.81791877746582
110.0,8589.214891956955,False,True,477.37598633766174
319.0,1316.5545358134782,True,False,420.3988218307495
106.0,6993.741714929231,False,True,474.4632196426392
119.0,696.2756121166864,False,True,472.4705355167389
151.0,644.4656434568253,False,True,493.124356508255
108.0,348.1631884931781,False,True,638.3632206916809
154.0,565.9341704774678,False,True,615.2168550491333
115.0,544.6494980304133,False,True,615.0597348213196
138.0,466.1726717074872,False,True,643.9834311008453
141.0,1819.532498599832,False,True,386.2925236225128
157.0,1170.6970104778184,False,True,554.5376660823822
69.0,498.9192373206312,False,True,547.4133825302124
125.0,408.7967032820149,False,True,528.7152144908905
136.0,635.9224940635023,False,True,515.4442646503448
80.0,364.53917837798,False,True,510.9175794124603
139.0,372.5689032952995,False,True,525.0632600784302
106.0,461.42461305901566,False,True,513.5473580360413
89.0,482.23406403083055,False,True,514.9670121669769
170.0,521.5186124664577,False,True,515.2412917613983
129.0,772.9200955984021,False,True,513.0418338775635
140.0,717.8783599523413,False,True,516.3706653118134
85.0,284.27522826608003,False,True,513.7113103866577
90.0,334.3253051645512,False,True,534.2883093357086
212.0,738.7134725022786,True,False,204.94036388397217
140.0,7928.040452091004,False,True,564.4770820140839
125.0,538.8469726714917,False,True,588.6437919139862
292.0,1096.1265035968345,True,False,353.031635761261
268.0,12111.944187118805,True,False,354.8624367713928
124.0,20442.33745753108,False,True,548.6823334693909
133.0,1466.0162421318691,False,True,739.5849869251251
132.0,1265.927702392569,False,True,563.8268148899078
167.0,1410.0488024189451,False,True,546.4172744750977
142.0,721.7580420354698,False,True,549.999908208847
186.0,776.632201059329,False,True,595.0672926902771
85.0,432.4872447436248,False,True,599.5253920555115
110.0,483.7205383700224,False,True,553.8719599246979
130.0,581.3791989968855,False,True,542.453919172287
263.0,976.3782412946806,True,False,584.142655134201
91.0,15233.550553218967,False,True,752.5345571041107
112.0,1218.2734810643774,False,True,659.8218805789948
124.0,935.4709238256866,False,True,866.0644645690918
123.0,1454.5950304981986,False,True,1010.2656338214874
91.0,350.8840688221772,False,True,772.3197185993195
160.0,601.715655648814,False,True,737.2417116165161
137.0,553.8188186284661,False,True,768.8160963058472
120.0,421.2744019376432,False,True,779.9689362049103
98.0,308.4020508917175,False,True,699.7696595191956
148.0,538.7316910573358,False,True,717.5401692390442
130.0,317.38730045595395,False,True,694.8493866920471
110.0,382.5575595111552,False,True,634.7009255886078
302.0,890.9244126212322,True,False,580.2666025161743
291.0,14217.614792463428,True,False,530.7763378620148
144.0,14164.984074709384,False,True,656.9069950580597
288.0,1169.98429908216,True,False,567.4051041603088
241.0,7428.646938245743,True,False,378.8456461429596
119.0,7757.5006262823135,False,True,618.7086553573608
111.0,970.8179566038892,False,True,626.3546254634857
113.0,987.5777363956552,False,True,549.6285905838013
73.0,952.4655010046536,False,True,532.1061778068542
185.0,1032.609365162799,False,True,560.4967653751373
103.0,678.7002728061664,False,True,549.9547507762909
77.0,346.2424923295177,False,True,549.459890127182
140.0,585.0422033813815,False,True,546.8898174762726
110.0,333.9936782927143,False,True,547.3811557292938
175.0,678.9170127780683,False,True,546.0986330509186
155.0,502.1692827214944,False,True,539.857424736023
132.0,584.2774500417195,False,True,498.0680963993073
139.0,643.0992792581665,False,True,498.20534443855286
122.0,320.22416993929824,False,True,497.7328298091888
85.0,566.4514761739622,False,True,316.2508134841919
92.0,655.6977161880028,False,True,488.825386762619
141.0,710.1837365205282,False,True,483.7183780670166
149.0,731.7128891555402,False,True,481.8732752799988
133.0,752.8551412018369,False,True,486.4309043884277
585.0,4458.221866866335,True,False,355.757830619812
109.0,84539.1610895493,False,True,483.4392366409302
507.0,5333.530598982259,True,False,170.37206625938416
78.0,55058.24023758419,False,True,474.6591591835022
642.0,8227.435009850338,True,True,475.5493950843811
111.0,68984.17406389385,False,True,473.6325862407684
122.0,5663.717047547792,False,True,474.2745172977448
129.0,2116.4922326153487,False,True,474.1043882369995
578.0,12560.54269345894,True,False,341.14305543899536
153.0,36345.294684592,False,True,477.3453261852264
95.0,2181.6799384462456,False,True,476.6395959854126
137.0,1872.9058305521808,False,True,475.8803572654724
112.0,1567.8292849511986,False,True,473.8099663257599
80.0,1257.4909188104778,False,True,479.62832617759705
567.0,5392.043188366139,True,False,328.98806834220886
95.0,176943.36349596735,False,True,478.5805940628052
131.0,3554.4392298616312,False,True,480.6830699443817
146.0,2662.287957277878,False,True,480.3050448894501
125.0,3361.6027113177333,False,True,478.2824409008026
165.0,3121.110503846745,False,True,478.9986093044281
150.0,3067.786677778692,False,True,478.0520484447479
532.0,4279.115327945379,True,False,132.42236423492432
73.0,63945.93099467032,False,True,478.9776587486267
640.0,6384.247864188157,True,False,452.5883686542511
147.0,30822.638499005432,False,True,479.3662593364716
106.0,2516.931318607273,False,True,481.55901312828064
123.0,2379.697025073339,False,True,482.4572246074677
129.0,2642.7606261666087,False,True,476.7948851585388
149.0,2677.917568767732,False,True,481.7547969818115
632.0,6454.304380910797,True,False,402.76208090782166
77.0,48575.50180025565,False,True,481.170371055603
115.0,3454.6146852858938,False,True,478.9184293746948
92.0,3400.437908906721,False,True,480.7950646877289
127.0,2627.5343934459097,False,True,478.5211145877838
115.0,2431.567760091404,False,True,479.5387051105499
140.0,2776.681602228491,False,True,476.2427682876587
137.0,3140.455318558824,False,True,479.6506865024567
159.0,2863.745466361639,False,True,477.98264479637146
214.0,3516.458758040179,False,True,481.3251569271088
574.0,5433.217030983245,True,False,281.4755895137787
98.0,197391.3514603658,False,True,479.2696874141693
173.0,11289.212619703052,False,True,477.8920428752899
142.0,12931.404619630648,False,True,480.5011568069458
130.0,3601.665704298472,False,True,478.3611330986023
158.0,5318.703915490466,False,True,481.8886127471924
96.0,1511.557032037318,False,True,343.9004499912262
125.0,5993.584104486318,False,True,574.4027917385101
108.0,3489.751101122121,False,True,567.9743454456329
160.0,5750.529250894776,False,True,475.4315128326416
149.0,3255.4559358397028,False,True,477.337012052536
141.0,1856.4327672390448,False,True,472.6229746341705
203.0,1540.7469563417055,False,True,478.40650963783264
550.0,4682.062279630351,True,False,209.4407069683075
121.0,64780.73722977276,False,True,473.7798845767975
570.0,5471.597172797168,True,False,195.0104343891144
150.0,268479.01654727565,False,True,474.2698540687561
619.0,8562.760457792981,True,False,441.42848324775696
608.0,52094.90634691112,True,False,472.0824089050293
131.0,53523.74846749437,False,True,474.8305642604828
183.0,5120.026211762296,False,True,474.209335565567
91.0,4204.126082998266,False,True,475.8281524181366
157.0,5747.931136315514,False,True,473.32825112342834
137.0,3900.772229134008,False,True,475.8124387264252
173.0,3345.2139565739017,False,True,472.56996488571167
102.0,3740.8116641155584,False,True,476.27023339271545
107.0,2196.3140246393664,False,True,473.8706181049347
538.0,5107.547001729117,True,False,200.64591121673584
158.0,46627.34249118206,False,True,474.723171710968
114.0,4387.13087323051,False,True,473.2931666374207
100.0,3134.4980933061693,False,True,475.2939691543579
609.0,6733.841765965084,True,False,411.0765745639801
143.0,54422.02853539416,False,True,474.0875880718231
136.0,4397.937139425942,False,True,475.07708072662354
115.0,3993.714931352024,False,True,475.5609858036041
102.0,4039.939362223166,False,True,474.0322449207306
139.0,4975.626681061535,False,True,476.80345463752747
122.0,4929.100729392259,False,True,475.4570231437683
170.0,7203.444221998774,False,True,476.2615375518799
124.0,5191.942631489454,False,True,483.9684762954712
161.0,6969.527154332025,False,True,485.4564626216888
123.0,6470.69533318042,False,True,483.9713168144226
597.0,6994.2163168442,True,False,465.5107746124268
555.0,38630.54845823783,True,False,339.7386510372162
115.0,50209.88745634977,False,True,495.4853551387787
162.0,4261.946218455632,False,True,483.6755578517914
166.0,3447.9863756098616,False,True,485.3221862316132
94.0,3542.589217801002,False,True,485.0702543258667
126.0,3589.06988491528,False,True,485.19205117225647
200.0,4968.6301166942185,False,True,483.4708313941956
84.0,2384.7752436773094,False,True,486.4532742500305
120.0,2954.0317612039444,False,True,484.3315863609314
106.0,3450.4259586351163,False,True,486.66061329841614
136.0,3922.523699330207,False,True,487.2055523395538
118.0,4592.474631208125,False,True,484.9098856449127
92.0,5700.619248908491,False,True,487.54343032836914
153.0,5894.586340291446,False,True,485.74323868751526
119.0,6285.463442694773,False,True,487.64713740348816
143.0,7061.757401983957,False,True,488.01201605796814
155.0,2746.044926912531,False,True,486.2508878707886
133.0,3110.570388977235,False,True,483.9454481601715
120.0,3705.904979150048,False,True,486.181613445282
139.0,4111.21600861014,False,True,485.23229694366455
146.0,4241.757197911028,False,True,502.0954267978668
546.0,5771.185183621114,True,False,233.31047201156616
98.0,772541.5283771412,False,True,495.4238545894623
91.0,771052.7773487627,False,True,490.2419834136963
129.0,732840.5146676045,False,True,494.2171902656555
167.0,7582.601179867163,False,True,490.7239294052124
181.0,4796.895818484192,False,True,492.6340320110321
136.0,5989.2073831199,False,True,491.9922907352448
110.0,6857.0759417134,False,True,495.7765002250672
96.0,6770.509268888357,False,True,494.8384895324707
146.0,7472.77588979233,False,True,491.4897310733795
95.0,8494.51020793908,False,True,491.7412004470825
79.0,7934.04744049483,False,True,493.4183979034424
59.0,7789.030755591037,False,True,490.40579891204834
84.0,7707.131925483779,False,True,497.3737726211548
132.0,8126.760220762486,False,True,504.6758806705475
147.0,8167.304112533676,False,True,500.1619601249695
156.0,7911.588640655855,False,True,490.23591589927673
104.0,7908.760467122017,False,True,494.9702565670013
87.0,7717.79714499405,False,True,490.9320235252381
125.0,7777.166739748296,False,True,564.2145085334778
98.0,7709.571033941471,False,True,594.4582614898682
138.0,7696.047804003149,False,True,550.0047631263733
80.0,784.925294601996,False,True,365.32802629470825
107.0,2089.1868344533023,False,True,531.6264576911926
74.0,3086.86439227754,False,True,523.2591609954834
589.0,6583.963087250368,True,False,355.29855847358704
563.0,638783.2638360579,True,False,429.01198148727417
79.0,1560858.180212374,False,True,532.02880859375
168.0,1559605.9742149606,False,True,535.1596238613129
132.0,1470926.6279689872,False,True,547.2672116756439
157.0,20572.46149109777,False,True,515.6107864379883
112.0,5361.14400131478,False,True,550.711681842804
80.0,5246.440423312069,False,True,558.7493019104004
52.0,4745.327249937559,False,True,524.8143255710602
134.0,5017.00521351294,False,True,520.1503987312317
88.0,6204.379465283672,False,True,520.6419713497162
153.0,5735.941230190724,False,True,523.5610761642456
123.0,7528.193781237591,False,True,522.0793032646179
116.0,7525.067184002772,False,True,524.0713169574738
124.0,6527.528456277358,False,True,522.8660426139832
160.0,6556.719591400643,False,True,525.2950546741486
